id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
IFNA2	4	0.049544	0.12046	0.984568	2335	2	-0.15089	0.43923	0.58638	1.0	11137	2	-0.15089
POU3F4	4	0.049575	0.12053	0.984568	2336	2	-0.11455	0.24283	0.38817	1.0	7329	2	-0.11455
SIAE	4	0.049646	0.12068	0.984568	2337	3	-0.38203	0.62423	0.68475	1.0	12960	1	-0.38203
PIK3R6	4	0.04965	0.12068	0.984568	2338	2	-0.23865	0.030901	0.084331	0.980891	1641	1	-0.23865
FNDC8	4	0.049686	0.12075	0.984568	2339	1	-0.13061	0.93412	0.93397	1.0	17786	0	-0.13061
NHLRC3	4	0.049712	0.1208	0.984568	2340	2	-0.49063	0.88613	0.88578	1.0	16812	0	-0.49063
SLITRK1	4	0.049737	0.12085	0.984568	2341	1	0.39801	0.059859	0.14125	0.993548	2706	3	0.39801
CPEB1	4	0.0498	0.12097	0.984568	2342	3	-0.49944	0.82266	0.82257	1.0	15587	1	-0.49944
ELMSAN1	4	0.049821	0.12102	0.984568	2343	3	-0.32815	0.67959	0.71604	1.0	13531	1	-0.32815
C6orf201	4	0.049838	0.12106	0.984568	2344	2	-0.078777	0.80463	0.8063	1.0	15264	1	-0.078777
EFEMP2	4	0.049888	0.12117	0.984568	2345	1	0.15437	0.44782	0.59509	1.0	11296	2	0.15437
CHRM5	4	0.049894	0.12118	0.984568	2346	3	-0.37327	0.96911	0.96904	1.0	18482	0	-0.37327
C11orf42	4	0.04996	0.1213	0.984568	2347	3	-0.30703	0.70838	0.73398	1.0	13886	1	-0.30703
PALM	4	0.04999	0.12135	0.984568	2348	1	0.10456	0.5741	0.65892	1.0	12493	1	0.10456
GFRAL	4	0.050012	0.12139	0.984568	2349	2	-0.29453	0.82281	0.82272	1.0	15589	1	-0.29453
SLITRK3	4	0.050041	0.12144	0.984568	2350	3	-0.2474	0.63797	0.6921	1.0	13096	1	-0.2474
ZNF266	4	0.050063	0.12148	0.984568	2351	3	-0.40512	0.31084	0.45644	1.0	8605	1	-0.40512
IRX3	4	0.050091	0.12154	0.984568	2352	2	-0.16543	0.69698	0.7267	1.0	13750	1	-0.16543
GSTA2	4	0.050112	0.12159	0.984568	2353	2	-0.22573	0.78589	0.79037	1.0	14956	1	-0.22573
KLF10	4	0.050136	0.12163	0.984568	2354	3	-0.31945	0.9486	0.94857	1.0	18093	0	-0.31945
COBL	4	0.050141	0.12164	0.984568	2355	2	-0.038664	0.3854	0.53186	1.0	10043	2	-0.038664
LUZP6	4	0.050194	0.12175	0.984568	2356	3	-0.36335	0.75008	0.76282	1.0	14406	1	-0.36335
ADAD1	4	0.05026	0.12188	0.984568	2357	3	-0.2722	0.86098	0.86049	1.0	16336	0	-0.2722
CCDC28B	4	0.050293	0.12194	0.984568	2358	1	-0.060741	0.90493	0.9046	1.0	17202	0	-0.060741
RABGEF1	4	0.050343	0.12204	0.984568	2359	2	-0.045722	0.85032	0.84973	1.0	16128	0	-0.045722
ABO	4	0.050393	0.12214	0.984568	2360	3	-0.47606	0.80044	0.80265	1.0	15202	1	-0.47606
SPACA4	4	0.050394	0.12214	0.984568	2361	3	-0.23607	0.95202	0.95192	1.0	18157	0	-0.23607
IKZF3	4	0.050481	0.12232	0.984568	2362	3	-0.50187	0.95648	0.95641	1.0	18238	0	-0.50187
PSMB1	4	0.050495	0.12234	0.984568	2363	2	-0.27967	0.92151	0.92131	1.0	17525	0	-0.27967
HLA-DOA	4	0.050501	0.12235	0.984568	2364	3	-0.51837	0.89425	0.89392	1.0	16981	0	-0.51837
GBX2	4	0.050569	0.1225	0.984568	2365	3	-0.25104	0.64134	0.69398	1.0	13132	1	-0.25104
DUSP3	4	0.050636	0.12265	0.984568	2366	3	-0.33411	0.95676	0.95669	1.0	18244	0	-0.33411
ARL14EPL	4	0.050669	0.1227	0.984568	2367	3	-0.28795	0.060455	0.14237	0.993548	2732	1	-0.28795
FAM134B	4	0.050697	0.12276	0.984568	2368	1	-0.20094	0.21117	0.35643	1.0	6733	1	-0.20094
FOXA3	4	0.050728	0.12283	0.984568	2369	3	-0.44107	0.83672	0.83606	1.0	15858	0	-0.44107
VTI1A	4	0.050747	0.12287	0.984568	2370	1	0.07135	0.75322	0.76516	1.0	14452	1	0.07135
ZNF280B	4	0.050791	0.12296	0.984568	2371	2	-0.26947	0.60248	0.67327	1.0	12756	1	-0.26947
TRIM46	4	0.050798	0.12297	0.984568	2372	2	-0.3786	0.74984	0.76264	1.0	14403	1	-0.3786
VCAN	4	0.050804	0.12298	0.984568	2373	2	-0.13741	0.10097	0.21707	1.0	4066	2	-0.13741
SLC14A2	4	0.050879	0.12313	0.984568	2374	2	-0.2094	0.80759	0.8089	1.0	15312	1	-0.2094
RGP1	4	0.050898	0.12317	0.984568	2375	3	-0.4371	0.82545	0.82514	1.0	15640	1	-0.4371
AHR	4	0.050899	0.12317	0.984568	2376	2	-0.037189	0.41561	0.56247	1.0	10674	2	-0.037189
SULF1	4	0.050949	0.12326	0.984568	2377	3	-0.32371	0.94744	0.94741	1.0	18062	0	-0.32371
GLT8D1	4	0.050955	0.12327	0.984568	2378	3	-0.54689	0.90626	0.90595	1.0	17233	0	-0.54689
TBC1D8	4	0.051	0.12336	0.984568	2379	1	-0.0018435	0.4231	0.5701	1.0	10820	1	-0.0018435
PANX1	4	0.051101	0.12355	0.984568	2380	2	-0.12098	0.82428	0.82409	1.0	15618	1	-0.12098
RARB	4	0.051116	0.12359	0.984568	2381	3	-0.39687	0.051176	0.12455	0.991161	2397	1	-0.39687
SORBS1	4	0.051138	0.12363	0.984568	2382	3	-0.43793	0.85127	0.85069	1.0	16145	0	-0.43793
KIAA0020	4	0.051151	0.12366	0.984568	2383	1	0.10043	0.40142	0.54816	1.0	10403	2	0.10043
SMS	4	0.051205	0.12376	0.984568	2384	3	-0.29581	0.10894	0.2311	1.0	4326	1	-0.29581
DEF8	4	0.051233	0.12381	0.984568	2385	2	-0.38939	0.81204	0.81284	1.0	15381	1	-0.38939
BNIPL	4	0.051252	0.12384	0.984568	2386	2	-0.23632	0.58308	0.66338	1.0	12567	1	-0.23632
NATD1	4	0.051258	0.12386	0.984568	2387	2	-0.55294	0.80762	0.80892	1.0	15313	1	-0.55294
ADGRB1	4	0.051302	0.12394	0.984568	2388	1	-0.1089	0.86219	0.86177	1.0	16354	0	-0.1089
PCDHGC4	4	0.051346	0.12403	0.984568	2389	3	-0.31773	0.96432	0.96429	1.0	18384	0	-0.31773
VWA7	4	0.051347	0.12404	0.984568	2390	2	-0.4059	0.75639	0.76744	1.0	14495	1	-0.4059
DNHD1	4	0.051353	0.12405	0.984568	2391	1	0.48869	0.019408	0.060671	0.967025	1168	3	0.48869
NAF1	4	0.051357	0.12406	0.984568	2392	3	-0.50262	0.36507	0.51125	1.0	9636	1	-0.50262
TAT	4	0.051397	0.12414	0.984568	2393	2	-0.39897	0.91111	0.91088	1.0	17326	0	-0.39897
SLC4A11	4	0.05141	0.12417	0.984568	2394	2	-0.24481	0.97865	0.97868	1.0	18683	0	-0.24481
C16orf74	4	0.051448	0.12423	0.984568	2395	2	-0.1754	0.72273	0.74354	1.0	14069	1	-0.1754
ZNF780A	4	0.051454	0.12424	0.984568	2396	2	-0.35014	0.4732	0.61387	1.0	11629	1	-0.35014
SLC12A5	4	0.051499	0.12434	0.984568	2397	2	-0.21278	0.73508	0.75208	1.0	14220	1	-0.21278
CTSS	4	0.051504	0.12435	0.984568	2398	1	0.32873	0.13869	0.28233	1.0	5324	3	0.32873
MICU3	4	0.051555	0.12445	0.984568	2399	2	-0.17123	0.91935	0.91916	1.0	17480	0	-0.17123
CEP170B	4	0.051562	0.12446	0.984568	2400	2	-0.27023	0.94786	0.94782	1.0	18071	0	-0.27023
PIGK	4	0.051599	0.12452	0.984568	2401	3	-0.49036	0.84382	0.84313	1.0	16003	0	-0.49036
ANHX	4	0.051656	0.12463	0.984568	2402	2	-0.076045	0.03653	0.095748	0.989217	1839	2	-0.076045
WNT8A	4	0.051702	0.12473	0.984568	2403	2	-0.37568	0.68748	0.72087	1.0	13632	1	-0.37568
FOXS1	4	0.051706	0.12474	0.984568	2404	1	-0.027592	0.55375	0.64917	1.0	12310	1	-0.027592
FBLN7	4	0.051756	0.12483	0.984568	2405	3	-0.25262	0.27744	0.4229	1.0	7980	1	-0.25262
CKLF-CMTM1	4	0.051757	0.12484	0.984568	2406	2	-0.077785	0.22765	0.37301	1.0	7055	2	-0.077785
GABRA4	4	0.051807	0.12493	0.984568	2407	3	-0.29679	0.77714	0.78334	1.0	14806	1	-0.29679
HIST2H2BF	4	0.051842	0.12499	0.984568	2408	2	-0.64978	0.95343	0.95332	1.0	18187	0	-0.64978
PDLIM1	4	0.05188	0.12506	0.984568	2409	2	-0.33349	0.75706	0.76796	1.0	14509	1	-0.33349
PMEL	4	0.051908	0.12512	0.984568	2410	2	-0.35788	0.96078	0.9607	1.0	18320	0	-0.35788
STARD3	4	0.051931	0.12517	0.984568	2411	2	-0.27989	0.50504	0.62728	1.0	11895	1	-0.27989
PLEKHH2	4	0.051958	0.12523	0.984568	2412	2	-0.15769	0.43076	0.57791	1.0	10978	1	-0.15769
TP53TG3	4	0.051969	0.12526	0.984568	2413	2	-0.10492	0.22805	0.37338	1.0	7060	2	-0.10492
LOC100506422	4	0.052007	0.12533	0.984568	2414	2	-0.29859	0.60953	0.67687	1.0	12825	1	-0.29859
ESRRB	4	0.052009	0.12534	0.984568	2415	2	-0.053944	0.38638	0.53283	1.0	10064	2	-0.053944
RPL7A	4	0.052055	0.12542	0.984568	2416	3	-0.6435	0.923	0.92287	1.0	17558	0	-0.6435
RIPK1	4	0.052059	0.12543	0.984568	2417	2	-0.11256	0.6525	0.70013	1.0	13241	1	-0.11256
NTS	4	0.052126	0.12557	0.984568	2418	3	-0.48136	0.9353	0.93517	1.0	17813	0	-0.48136
ZNF268	4	0.052147	0.12561	0.984568	2419	2	-0.16902	0.56154	0.6529	1.0	12386	1	-0.16902
NT5C3B	4	0.05216	0.12563	0.984568	2420	3	-0.4033	0.67786	0.71496	1.0	13506	1	-0.4033
DACH1	4	0.052211	0.12573	0.984568	2421	2	-0.13595	0.64792	0.6976	1.0	13192	1	-0.13595
MBP	4	0.052274	0.12586	0.984568	2422	2	-0.19316	0.73591	0.75263	1.0	14231	1	-0.19316
TRIM55	4	0.052294	0.1259	0.984568	2423	2	-0.28196	0.4976	0.62411	1.0	11827	1	-0.28196
MRPL36	4	0.052311	0.12593	0.984568	2424	2	0.04856	0.11577	0.24301	1.0	4553	2	0.04856
TSR1	4	0.052314	0.12594	0.984568	2425	3	-0.44988	0.89954	0.89923	1.0	17077	0	-0.44988
NOX3	4	0.052362	0.12603	0.984568	2426	2	-0.073414	0.68035	0.71649	1.0	13543	1	-0.073414
ST8SIA4	4	0.052363	0.12604	0.984568	2427	3	-0.37384	0.10788	0.22926	1.0	4287	1	-0.37384
PIK3R4	4	0.052402	0.12612	0.984568	2428	3	-0.4774	0.92552	0.92532	1.0	17606	0	-0.4774
ELMO3	4	0.052412	0.12614	0.984568	2429	3	-0.64079	0.36519	0.51136	1.0	9640	1	-0.64079
GPR63	4	0.052453	0.12622	0.984568	2430	3	-0.4122	0.83387	0.83325	1.0	15802	1	-0.4122
TMCO2	4	0.052461	0.12624	0.984568	2431	3	-0.38445	0.85623	0.85572	1.0	16225	0	-0.38445
HNRNPA1	4	0.052479	0.12628	0.984568	2432	3	-0.36273	0.92363	0.9235	1.0	17569	0	-0.36273
RSRC2	4	0.052513	0.12636	0.984568	2433	1	0.34418	0.17569	0.32066	1.0	6049	2	0.34418
STX16	4	0.052562	0.12645	0.984568	2434	3	-0.53732	0.76279	0.77229	1.0	14597	1	-0.53732
HOXA1	4	0.052614	0.12656	0.984568	2435	1	0.26115	0.066054	0.15302	1.0	2917	3	0.26115
ZNF782	4	0.052632	0.12659	0.984568	2436	2	-0.22276	0.84339	0.84272	1.0	15994	0	-0.22276
ASMT	4	0.052649	0.12662	0.984568	2437	3	-0.31893	0.4584	0.6058	1.0	11494	1	-0.31893
SNX2	4	0.052694	0.1267	0.984568	2438	3	-0.36535	0.7101	0.7351	1.0	13912	1	-0.36535
AXIN2	4	0.052696	0.1267	0.984568	2439	3	-0.26228	0.76618	0.77482	1.0	14645	1	-0.26228
BFSP1	3	0.052736	0.11974	0.984322	2440	1	0.27198	0.15756	0.25962	1.0	5697	2	0.27198
TRIO	4	0.05274	0.12678	0.984568	2441	3	-0.32094	0.95831	0.95826	1.0	18268	0	-0.32094
CCDC94	4	0.052755	0.12681	0.984568	2442	3	-0.25974	0.93744	0.9374	1.0	17855	0	-0.25974
SENP8	4	0.052765	0.12683	0.984568	2443	1	-0.022418	0.2149	0.36021	1.0	6806	1	-0.022418
DMP1	4	0.052786	0.12687	0.984568	2444	2	-0.31795	0.88536	0.88497	1.0	16795	0	-0.31795
CCDC22	4	0.052815	0.12694	0.984568	2445	3	-0.31691	0.87143	0.87104	1.0	16556	0	-0.31691
SUV39H2	4	0.052816	0.12694	0.984568	2446	2	-0.13384	0.80184	0.80383	1.0	15226	1	-0.13384
USP4	4	0.052906	0.12711	0.984568	2447	3	-0.39641	0.67754	0.71476	1.0	13501	1	-0.39641
AOC3	4	0.052916	0.12713	0.984568	2448	2	-0.0935	0.4476	0.59488	1.0	11291	1	-0.0935
RANBP3L	4	0.052952	0.12719	0.984568	2449	2	-0.25181	0.38555	0.532	1.0	10047	1	-0.25181
ALKBH7	4	0.052967	0.12722	0.984568	2450	2	-0.45667	0.63372	0.68981	1.0	13053	1	-0.45667
HAO2	4	0.053005	0.1273	0.984568	2451	3	-0.43785	0.28865	0.43413	1.0	8170	1	-0.43785
KRT6C	4	0.053017	0.12732	0.984568	2452	3	-0.38117	0.85777	0.85732	1.0	16255	0	-0.38117
BAZ1B	4	0.053017	0.12732	0.984568	2453	2	-0.19493	0.95938	0.95929	1.0	18290	0	-0.19493
MFF	4	0.05302	0.12733	0.984568	2454	3	-0.33627	0.96956	0.9695	1.0	18492	0	-0.33627
MSLN	4	0.053068	0.12743	0.984568	2455	3	-0.28525	0.60236	0.67321	1.0	12755	1	-0.28525
WASL	4	0.053068	0.12743	0.984568	2456	2	-0.31647	0.95409	0.95398	1.0	18201	0	-0.31647
RALBP1	4	0.053092	0.12747	0.984568	2457	3	-0.41816	0.12989	0.26734	1.0	5016	1	-0.41816
DNALI1	4	0.053118	0.12751	0.984568	2458	2	-0.21371	0.3249	0.47057	1.0	8850	1	-0.21371
ATP1A4	4	0.053132	0.12754	0.984568	2459	3	-0.30624	0.90697	0.90671	1.0	17248	0	-0.30624
POTEF	4	0.053168	0.12762	0.984568	2460	1	0.19197	0.38962	0.53611	1.0	10127	2	0.19197
SLC4A3	4	0.053187	0.12764	0.984568	2461	3	-0.21801	0.74	0.7555	1.0	14275	1	-0.21801
OTUD7A	3	0.053204	0.12039	0.984568	2462	2	-0.67553	0.37276	0.47613	1.0	9779	1	-0.67553
TSPY8	4	0.053219	0.12771	0.984568	2463	3	-0.3132	0.78734	0.79159	1.0	14983	1	-0.3132
TBCEL	4	0.053269	0.12781	0.984568	2464	2	-0.22215	0.55171	0.64819	1.0	12293	1	-0.22215
TSPY3	4	0.053285	0.12785	0.984568	2465	3	-0.38756	0.96694	0.96689	1.0	18440	0	-0.38756
OR12D2	4	0.05332	0.12792	0.984568	2466	1	-0.0083348	0.63837	0.69231	1.0	13101	1	-0.0083348
SLC1A3	4	0.053351	0.12798	0.984568	2467	2	0.053285	0.027879	0.078205	0.97313	1536	2	0.053285
RIC1	4	0.053363	0.12801	0.984568	2468	2	-0.1362	0.31896	0.46455	1.0	8752	2	-0.1362
MYL3	4	0.05337	0.12802	0.984568	2469	1	0.52741	0.031762	0.086105	0.981563	1669	3	0.52741
ITIH2	4	0.053376	0.12804	0.984568	2470	2	-0.053762	0.11595	0.2433	1.0	4557	2	-0.053762
HRH4	4	0.053389	0.12806	0.984568	2471	2	-0.34352	0.8346	0.83401	1.0	15821	1	-0.34352
TMEM120B	4	0.053402	0.12809	0.984568	2472	3	-0.42202	0.37593	0.52227	1.0	9857	1	-0.42202
AKR1B15	4	0.05342	0.12813	0.984568	2473	2	0.00053927	0.29814	0.44361	1.0	8350	2	0.00053927
CLRN2	4	0.053428	0.12814	0.984568	2474	3	-0.55442	0.17415	0.31907	1.0	6022	1	-0.55442
MSANTD2	4	0.053434	0.12815	0.984568	2475	3	-0.50743	0.78295	0.78802	1.0	14901	1	-0.50743
AP2B1	4	0.053454	0.12819	0.984568	2476	3	-0.60038	0.97755	0.97758	1.0	18664	0	-0.60038
OR4N5	4	0.053466	0.12822	0.984568	2477	2	-0.15821	0.22596	0.37128	1.0	7032	1	-0.15821
AGAP3	4	0.053471	0.12823	0.984568	2478	1	0.2308	0.1723	0.3172	1.0	5986	2	0.2308
TMEM241	4	0.053521	0.12831	0.984568	2479	1	0.33274	0.013882	0.045555	0.967025	879	2	0.33274
ZIC5	4	0.053559	0.12839	0.984568	2480	3	-0.40289	0.96293	0.96287	1.0	18357	0	-0.40289
OR10K1	4	0.053567	0.1284	0.984568	2481	3	-0.36172	0.81906	0.8192	1.0	15514	1	-0.36172
FAM213A	4	0.053572	0.12841	0.984568	2482	3	-0.29868	0.96026	0.96017	1.0	18308	0	-0.29868
SCGB3A1	4	0.053605	0.12848	0.984568	2483	3	-0.24474	0.73711	0.75346	1.0	14245	1	-0.24474
ZNF839	4	0.053613	0.12849	0.984568	2484	3	-0.5119	0.94383	0.94374	1.0	17991	0	-0.5119
MPPE1	4	0.05362	0.12851	0.984568	2485	3	-0.27787	0.63824	0.69223	1.0	13099	1	-0.27787
CATSPERD	4	0.05366	0.1286	0.984568	2486	3	-0.50473	0.16836	0.31316	1.0	5894	1	-0.50473
SLC4A7	4	0.053662	0.1286	0.984568	2487	3	-0.5697	0.19469	0.33978	1.0	6415	1	-0.5697
RSBN1L	4	0.053773	0.12883	0.984568	2488	3	-0.47744	0.83206	0.83148	1.0	15782	1	-0.47744
STK32B	4	0.053773	0.12883	0.984568	2489	1	0.084972	0.87866	0.87822	1.0	16686	0	0.084972
OXR1	4	0.053823	0.12893	0.984568	2490	1	0.011549	0.78562	0.79017	1.0	14947	1	0.011549
TGOLN2	4	0.05386	0.129	0.984568	2491	2	-0.26868	0.44418	0.5914	1.0	11227	2	-0.26868
DUSP1	4	0.053892	0.12906	0.984568	2492	2	-0.27223	0.64987	0.69869	1.0	13214	1	-0.27223
MBD4	4	0.053903	0.12909	0.984568	2493	3	-0.27244	0.9618	0.96173	1.0	18341	0	-0.27244
MYBPC3	4	0.053905	0.12909	0.984568	2494	2	-0.16605	0.29561	0.44102	1.0	8299	2	-0.16605
BCL2L1	4	0.053918	0.12911	0.984568	2495	2	-0.32282	0.14002	0.28453	1.0	5365	1	-0.32282
BLOC1S5	4	0.053924	0.12912	0.984568	2496	1	0.16403	0.28622	0.43171	1.0	8137	2	0.16403
ZNF837	4	0.053949	0.12916	0.984568	2497	3	-0.43552	0.94109	0.94102	1.0	17940	0	-0.43552
RTN4R	4	0.05397	0.12921	0.984568	2498	2	-0.36808	0.91891	0.91871	1.0	17469	0	-0.36808
LZTS3	4	0.053983	0.12923	0.984568	2499	3	-0.37924	0.51954	0.63356	1.0	12024	1	-0.37924
PTPRN2	4	0.053995	0.12926	0.984568	2500	3	-0.34916	0.86898	0.86855	1.0	16504	0	-0.34916
NARF	4	0.054008	0.12929	0.984568	2501	2	-0.12525	0.34688	0.49285	1.0	9300	2	-0.12525
CYR61	4	0.054041	0.12936	0.984568	2502	3	-0.24287	0.59932	0.67162	1.0	12726	1	-0.24287
HSPA6	4	0.054056	0.12939	0.984568	2503	3	-0.35809	0.16794	0.31275	1.0	5884	1	-0.35809
LOC100130370	4	0.054125	0.12952	0.984568	2504	3	-0.31764	0.86125	0.86078	1.0	16341	0	-0.31764
TGS1	4	0.054125	0.12952	0.984568	2505	3	-0.40026	0.02236	0.066821	0.967025	1301	1	-0.40026
ZSWIM7	4	0.054176	0.12961	0.984568	2506	2	-0.1064	0.42722	0.57427	1.0	10901	1	-0.1064
KLK3	3	0.054193	0.12173	0.984568	2507	2	-0.33103	0.55873	0.59111	1.0	12355	1	-0.33103
OOSP2	4	0.054226	0.1297	0.984568	2508	1	-0.0089794	0.56836	0.65613	1.0	12440	1	-0.0089794
NPIPB3	4	0.05431	0.12986	0.984568	2509	3	-0.37094	0.98322	0.98324	1.0	18775	0	-0.37094
ANKRD9	4	0.054319	0.12988	0.984568	2510	2	-0.37885	0.88373	0.8833	1.0	16772	0	-0.37885
RHOH	4	0.054363	0.12996	0.984568	2511	3	-0.45444	0.92305	0.92292	1.0	17560	0	-0.45444
MTDH	4	0.054377	0.13	0.984568	2512	1	0.20563	0.21977	0.3651	1.0	6904	2	0.20563
CDS2	4	0.054394	0.13003	0.984568	2513	3	-0.39568	0.59774	0.67082	1.0	12704	1	-0.39568
CRYAA	4	0.054397	0.13004	0.984568	2514	2	-0.25119	0.94111	0.94105	1.0	17942	0	-0.25119
CPPED1	4	0.05441	0.13006	0.984568	2515	3	-0.39977	0.93905	0.93902	1.0	17885	0	-0.39977
KCNK5	4	0.054428	0.1301	0.984568	2516	2	-0.061086	0.27683	0.42228	1.0	7965	2	-0.061086
TCAIM	4	0.054478	0.1302	0.984568	2517	2	-0.098519	0.066104	0.15312	1.0	2920	1	-0.098519
IGSF3	4	0.054487	0.13021	0.984568	2518	3	-0.3686	0.85427	0.85374	1.0	16192	0	-0.3686
LPIN1	4	0.054527	0.1303	0.984568	2519	2	-0.25029	0.7837	0.78864	1.0	14913	1	-0.25029
RPL36	4	0.054629	0.13047	0.984568	2520	3	-0.66982	0.93694	0.93687	1.0	17847	0	-0.66982
PFN1	4	0.054679	0.13058	0.984568	2521	2	-0.31633	0.9359	0.93579	1.0	17826	0	-0.31633
ARHGEF17	4	0.054722	0.13066	0.984568	2522	3	-0.58358	0.93103	0.93079	1.0	17731	0	-0.58358
MAP7D2	4	0.05473	0.13067	0.984568	2523	1	0.51606	0.056265	0.13439	0.991702	2585	3	0.51606
PIGA	4	0.054757	0.13072	0.984568	2524	3	-0.47555	0.18221	0.32721	1.0	6177	1	-0.47555
SCGB2B2	4	0.054761	0.13074	0.984568	2525	3	-0.34287	0.98099	0.98102	1.0	18727	0	-0.34287
TOMM40L	4	0.05478	0.13078	0.984568	2526	1	0.073924	0.29376	0.43924	1.0	8265	2	0.073924
SNRNP35	4	0.054803	0.13081	0.984568	2527	3	-0.30581	0.92665	0.92644	1.0	17626	0	-0.30581
NEUROG2	4	0.054819	0.13084	0.984568	2528	2	-0.36744	0.36335	0.50949	1.0	9607	2	-0.36744
LRRC4	4	0.05483	0.13087	0.984568	2529	2	-0.28685	0.024527	0.07136	0.967025	1395	1	-0.28685
CELA2B	4	0.054842	0.13089	0.984568	2530	3	-0.32994	0.778	0.78401	1.0	14822	1	-0.32994
IGIP	4	0.054852	0.13091	0.984568	2531	3	-0.37658	0.92068	0.92048	1.0	17509	0	-0.37658
PIGQ	4	0.054865	0.13093	0.984568	2532	2	-0.049596	0.13764	0.28053	1.0	5287	2	-0.049596
ZNF157	4	0.054881	0.13097	0.984568	2533	2	-0.85488	0.179	0.32397	1.0	6115	1	-0.85488
CTSV	4	0.05493	0.13106	0.984568	2534	3	-0.35913	0.89894	0.89862	1.0	17064	0	-0.35913
ANKRD6	4	0.054961	0.13111	0.984568	2535	3	-0.32567	0.84743	0.84681	1.0	16073	0	-0.32567
OR11A1	4	0.054981	0.13114	0.984568	2536	3	-0.36231	0.50079	0.62548	1.0	11860	1	-0.36231
CDC25C	4	0.055008	0.1312	0.984568	2537	3	-0.27209	0.9446	0.9445	1.0	18003	0	-0.27209
PCDHA7	4	0.055032	0.13124	0.984568	2538	1	0.058103	0.18501	0.33005	1.0	6236	2	0.058103
GRHL1	4	0.055051	0.13128	0.984568	2539	3	-0.37354	0.50891	0.62893	1.0	11933	1	-0.37354
KIAA1217	4	0.055082	0.13134	0.984568	2540	2	-0.29898	0.68495	0.71931	1.0	13603	1	-0.29898
KRT39	4	0.055086	0.13135	0.984568	2541	3	-0.45473	0.83754	0.83687	1.0	15871	0	-0.45473
PIGF	4	0.055099	0.13138	0.984568	2542	2	-0.44749	0.78743	0.79167	1.0	14985	1	-0.44749
RIMKLB	4	0.055105	0.13139	0.984568	2543	3	-0.47799	0.50559	0.62751	1.0	11904	1	-0.47799
FNDC9	4	0.055132	0.13144	0.984568	2544	1	0.096919	0.22657	0.3719	1.0	7041	2	0.096919
SZRD1	4	0.05521	0.13158	0.984568	2545	3	-0.34675	0.29198	0.43748	1.0	8232	1	-0.34675
ATP2C2	4	0.055237	0.13164	0.984568	2546	3	-0.34346	0.94639	0.94632	1.0	18039	0	-0.34346
TBC1D4	4	0.055283	0.13172	0.984568	2547	2	-0.19829	0.90475	0.90442	1.0	17198	0	-0.19829
YIF1B	4	0.055322	0.1318	0.984568	2548	3	-0.30778	0.9707	0.97064	1.0	18524	0	-0.30778
TNNC2	4	0.055384	0.1319	0.984568	2549	2	-0.070186	0.59515	0.66951	1.0	12678	1	-0.070186
WDR6	4	0.055408	0.13194	0.984568	2550	3	-0.36159	0.90405	0.90371	1.0	17183	0	-0.36159
LCA5L	4	0.055491	0.13209	0.984568	2551	2	-0.28886	0.334	0.47975	1.0	9036	2	-0.28886
BSPH1	4	0.055504	0.13212	0.984568	2552	3	-0.66859	0.92638	0.92618	1.0	17621	0	-0.66859
RPL24	4	0.055517	0.13214	0.984568	2553	2	-0.56706	0.084251	0.1869	1.0	3510	1	-0.56706
HIST1H2BK	4	0.055535	0.13217	0.984568	2554	1	0.23391	0.12768	0.26354	1.0	4944	2	0.23391
RBM8A	4	0.055585	0.13227	0.984568	2555	1	-0.15637	0.28396	0.42941	1.0	8101	1	-0.15637
MT1E	4	0.055595	0.13229	0.984568	2556	2	-0.28998	0.59155	0.66769	1.0	12644	1	-0.28998
CCBE1	4	0.055626	0.13235	0.984568	2557	3	-0.30167	0.65721	0.70285	1.0	13290	1	-0.30167
IL15RA	4	0.055635	0.13237	0.984568	2558	3	-0.39523	0.19277	0.33786	1.0	6373	1	-0.39523
MAK16	4	0.055635	0.13237	0.984568	2559	2	0.0043266	0.44283	0.59003	1.0	11207	2	0.0043266
KEAP1	4	0.055674	0.13244	0.984568	2560	2	-0.16012	0.36186	0.508	1.0	9582	1	-0.16012
ZNF800	4	0.055713	0.13253	0.984568	2561	2	-0.25533	0.56317	0.65368	1.0	12397	1	-0.25533
HSPA5	4	0.055736	0.13257	0.984568	2562	1	0.17937	0.09011	0.19754	1.0	3701	1	0.17937
GPR137	4	0.05574	0.13258	0.984568	2563	2	-0.23966	0.25593	0.40136	1.0	7570	2	-0.23966
OR10R2	4	0.055844	0.13278	0.984568	2564	2	-0.27538	0.90977	0.90952	1.0	17304	0	-0.27538
TDP2	4	0.055844	0.13278	0.984568	2565	3	-0.26192	0.5234	0.63532	1.0	12053	1	-0.26192
RIOK2	4	0.055887	0.13287	0.984568	2566	2	-0.22069	0.39107	0.53759	1.0	10163	1	-0.22069
S100A4	4	0.055923	0.13294	0.984568	2567	2	-0.17659	0.80237	0.80428	1.0	15236	1	-0.17659
TSNARE1	4	0.055937	0.13297	0.984568	2568	1	0.1135	0.30988	0.45547	1.0	8585	2	0.1135
FDXACB1	4	0.055981	0.13304	0.984568	2569	3	-0.40712	0.98226	0.98228	1.0	18746	0	-0.40712
MAGEA12	4	0.055987	0.13306	0.984568	2570	1	0.031046	0.29621	0.44163	1.0	8315	2	0.031046
