sgRNA	Gene	BM	CNS
BruLib21874	BCAR3	173.94826817189067	7.348469228349534
BruLib21643	HIST1H2AM	19.798989873223327	2.449489742783178
BruLib7935	GTF2E1	108.8944443027283	0.0
BruLib40718	BSPRY	100.40916292848974	139.62091533864114
BruLib34239	TIPARP	257.3868683519033	0.0
BruLib9956	KCNA4	237.58787847867995	193.50968967987106
BruLib76720	Non-Targeting Control	868.3271272970803	115.12601791080937
BruLib30958	RNF44	176.77669529663686	2.449489742783178
BruLib36301	MCTS1	9.899494936611664	4.898979485566356
BruLib70783	ILDR2	349.31074990615446	0.0
BruLib36557	LGALS13	1548.5638507985389	34.29285639896449
BruLib58566	ACOT4	52.32590180780451	2.449489742783178
BruLib22020	SUPT3H	19.798989873223327	0.0
BruLib26338	TECPR2	4.242640687119285	0.0
BruLib62420	GAREML	31.112698372208087	0.0
BruLib20814	ZNF205	49.49747468305832	2.449489742783178
BruLib16018	REST	1.414213562373095	0.0
BruLib23118	NRP2	178.19090885900997	142.07040508142433
BruLib44346	KCNK13	35.35533905932737	2.449489742783178
BruLib23036	CREG1	154.14927829866735	271.89336144893275
BruLib31637	CMTR1	1.414213562373095	0.0
BruLib26947	USH1C	4.242640687119285	2.449489742783178
BruLib52354	PARP9	381.8376618407356	2.449489742783178
BruLib68647	KRTAP19-2	868.3271272970803	78.38367176906169
BruLib36685	NPC1L1	14.14213562373095	2.449489742783178
BruLib59089	TNFAIP8L1	203.64675298172568	48.98979485566356
BruLib25217	CCL4L2	202.23253941935258	502.1453972705515
BruLib3189	CHN2	26.870057685088803	0.0
BruLib44780	DTWD1	11.31370849898476	15275.018035995898
BruLib11163	MATN3	158.39191898578662	0.0
BruLib40635	ZNF562	117.37972567696688	0.0
BruLib56182	CAPN13	226.2741699796952	4.898979485566356
BruLib8010	GUCY1B3	45.25483399593904	2.449489742783178
BruLib35685	DENND2A	189.50461735799473	61.23724356957945
BruLib30243	IL1RAPL1	336.5828278447966	7.348469228349534
BruLib14592	PPP1R3D	107.48023074035521	151312.32988094524
BruLib65604	TIGD3	135.7645019878171	849.9729407457627
BruLib29541	BTNL3	219.2031021678297	7.348469228349534
BruLib21882	STX7	104.65180361560903	4.898979485566356
BruLib57642	FOXP4	24.041630560342615	0.0
BruLib47194	GPSM3	223.445742854949	2.449489742783178
BruLib22604	EIF3B	137.17871555019022	0.0
BruLib37968	C5orf45	26.870057685088803	0.0
BruLib45114	PAK7	98.99494936611664	2.449489742783178
BruLib52074	ELOVL3	107.48023074035521	2.449489742783178
BruLib14806	PRKAR1B	2.82842712474619	2.449489742783178
BruLib31535	ZNF292	325.2691193458118	218.00458710770283
BruLib28450	ARL6IP5	11.31370849898476	0.0
BruLib63219	RIBC1	254.5584412271571	2.449489742783178
BruLib61204	XRRA1	135.7645019878171	105.32805893967665
BruLib45823	LRRC7	97.58073580374355	2.449489742783178
BruLib9178	IFI27	593.9696961966998	26.944387170614956
BruLib71314	ANKUB1	186.67619023324852	2.449489742783178
BruLib36897	POMT2	1.414213562373095	0.0
BruLib61581	SLC22A31	1.414213562373095	0.0
BruLib43250	TMEM184C	354.9676041556468	2.449489742783178
BruLib56766	LIMS3	4.242640687119285	0.0
BruLib54770	KRTAP4-3	69.29646455628165	0.0
BruLib22219	YBX3	421.43564158718226	1692.597412263176
BruLib4854	SARDH	1.414213562373095	0.0
BruLib19473	TPD52	704.2783540618012	17.146428199482244
BruLib19984	UCK2	636.3961030678927	0.0
BruLib19894	UBP1	56.5685424949238	36.74234614174767
BruLib73596	UGT2A2	1107.3292193381333	2.449489742783178
BruLib65193	DHRSX	21.213203435596423	2.449489742783178
BruLib40215	SDK2	93.33809511662426	4.898979485566356
BruLib75619	USP17L18	674.5798692519663	269.4438717061496
BruLib59166	FBXO27	623.6681810065348	12.24744871391589
BruLib39152	HMP19	32.526911934581186	4.898979485566356
BruLib14037	PKD1	176.77669529663686	656.4632510658917
BruLib36725	MYLPF	1.414213562373095	2.449489742783178
BruLib9128	ID3	449.71991283464416	7.348469228349534
BruLib25059	FXR2	31.112698372208087	2.449489742783178
BruLib76795	Non-Targeting Control	134.350288425444	4.898979485566356
BruLib26211	PPP1R26	29.698484809834994	0.0
BruLib50663	PGAP1	91.92388155425117	2.449489742783178
BruLib3615	COL8A2	50.91168824543142	0.0
BruLib29667	OS9	265.87214972614186	97.97958971132712
BruLib11542	MAP3K11	842.8712831743645	7.348469228349534
BruLib31507	RBM34	2.82842712474619	2.449489742783178
BruLib53741	ZC3H8	356.38181771801993	105.32805893967665
BruLib71341	LRRC14B	5.65685424949238	0.0
BruLib16084	RFXAP	132.93607486307093	0.0
BruLib52283	AMMECR1L	76.36753236814712	24.49489742783178
BruLib30036	TRIM31	8.48528137423857	0.0
BruLib39598	MBD3	308.2985565973347	2.449489742783178
BruLib25451	ZNF592	2.82842712474619	0.0
BruLib4787	DIO3	132.93607486307093	4.898979485566356
BruLib71425	XKR5	154.14927829866735	51.43928459844673
BruLib44057	TEX15	280.0142853498728	2.449489742783178
BruLib68151	TPRG1	275.7716446627535	2.449489742783178
BruLib63246	ZDHHC15	76.36753236814712	113281.55213449363
BruLib23738	PAPSS1	1.414213562373095	0.0
BruLib71922	VHLL	2.82842712474619	2.449489742783178
BruLib28634	SH2B2	176.77669529663686	9.797958971132712
BruLib17185	SFRP5	337.99704140716966	0.0
BruLib72752	C10orf105	299.8132752230961	4.898979485566356
BruLib71654	OR5T1	181.01933598375615	0.0
BruLib25511	MDC1	84.85281374238569	2.449489742783178
BruLib55944	MYADM	9.899494936611664	4.898979485566356
BruLib52847	HORMAD1	2.82842712474619	0.0
BruLib64854	SLC16A13	255.97265478953017	4.898979485566356
BruLib32591	KIAA0895	84.85281374238569	2.449489742783178
BruLib37357	COPS7A	84.85281374238569	4.898979485566356
BruLib19333	TMOD1	82.02438661763951	4.898979485566356
BruLib42207	TMEM40	330.9259735953042	0.0
BruLib40793	PGPEP1	83.4386001800126	2.449489742783178
BruLib18330	ST14	305.4701294725885	161.66632302368973
BruLib58957	ZNF543	18.384776310850235	0.0
BruLib73282	PRY2	89.09545442950498	4.898979485566356
BruLib50476	DENND2D	98.99494936611664	7.348469228349534
BruLib75921	SLFN12L	65.05382386916237	5104.736623960142
BruLib34097	MYRIP	445.4772721475249	4.898979485566356
BruLib5287	EDN3	32.526911934581186	4.898979485566356
BruLib68089	ZNF621	21.213203435596423	7.348469228349534
BruLib10641	LIG1	223.445742854949	22.045407685048602
BruLib56552	CACNA2D4	206.47518010647187	2.449489742783178
BruLib30215	CAPN10	4.242640687119285	4.898979485566356
BruLib41344	PID1	2.82842712474619	0.0
BruLib2653	CD34	968.73629022557	4.898979485566356
BruLib10676	LIPA	244.65894629054543	2.449489742783178
BruLib36200	REM1	261.62950903902254	34.29285639896449
BruLib11206	MC4R	15.556349186104043	0.0
BruLib51731	APOLD1	22.62741699796952	36401.8670675008
BruLib61892	SIX5	2.82842712474619	0.0
BruLib3001	CEBPA	5.65685424949238	4.898979485566356
BruLib55505	SCRN2	128.69343417595164	7.348469228349534
BruLib42198	UBE2W	53.740115370177605	17.146428199482244
BruLib66376	SFTA3	625.082394568908	0.0
BruLib14979	PRNP	912.1677477306462	2.449489742783178
BruLib17653	SLC17A1	1.414213562373095	0.0
BruLib17064	SDC1	4.242640687119285	0.0
BruLib27482	CALCOCO2	209.30360723121805	46.54030511288038
BruLib14678	PPP3R1	48.08326112068523	2.449489742783178
BruLib7738	GRIK2	205.06096654409876	712.8015151499047
BruLib18169	SRI	465.2762620207482	183.71173070873834
BruLib75068	ZNF735	288.4995667241114	2.449489742783178
BruLib11461	MGST1	782.0600999923215	1067781.5686740428
BruLib66816	C10orf67	463.8620484583751	2.449489742783178
BruLib47078	UBE2O	2.82842712474619	0.0
BruLib46564	ABHD17C	233.34523779156066	0.0
BruLib7730	GRN	73.53910524340094	2.449489742783178
BruLib60498	LYPD2	154.14927829866735	0.0
BruLib55096	SERPINB12	322.44069222106566	4.898979485566356
BruLib57976	TMC1	543.0580079512685	2.449489742783178
BruLib43364	MCTP2	401.63665171395894	2.449489742783178
BruLib75799	MTRNR2L8	2.82842712474619	0.0
BruLib9641	INPPL1	49.49747468305832	7.348469228349534
BruLib55346	WFDC8	480.8326112068523	0.0
BruLib63633	ZNF383	1.414213562373095	2.449489742783178
BruLib14189	PLOD1	33.94112549695428	4.898979485566356
BruLib45834	SEMA6A	5.65685424949238	2.449489742783178
BruLib44523	PAPOLB	45.25483399593904	4.898979485566356
BruLib60267	WDR36	12.727922061357855	2.449489742783178
BruLib68975	ZNF678	210.71782079359113	7.348469228349534
BruLib15469	PTPRD	1.414213562373095	2.449489742783178
BruLib39959	TAF7L	16.97056274847714	2.449489742783178
BruLib38824	EVL	52.32590180780451	0.0
BruLib69821	SOWAHD	42.426406871192846	2.449489742783178
BruLib14494	PPARD	16.97056274847714	4.898979485566356
BruLib22912	TNFRSF14	4.242640687119285	9.797958971132712
BruLib22545	KCNK5	1029.547473407613	46.54030511288038
BruLib14750	PRH2	11.31370849898476	0.0
BruLib4715	DFFA	330.9259735953042	0.0
BruLib56743	H2AFV	8.48528137423857	0.0
BruLib70578	SLC27A1	97.58073580374355	0.0
BruLib1454	ATP6V1B1	309.7127701597078	44.090815370097204
BruLib56353	SHKBP1	721.2489168102784	58.78775382679627
BruLib73979	GAGE2B	1.414213562373095	2.449489742783178
BruLib59981	UROC1	2.82842712474619	0.0
BruLib46478	ZNF410	2.82842712474619	2.449489742783178
BruLib62328	FAM109B	16.97056274847714	0.0
BruLib8852	HRH2	162.6345596729059	2.449489742783178
BruLib43237	CNDP2	362.0386719675123	2.449489742783178
BruLib9858	ITPA	142.8355697996826	2.449489742783178
BruLib18723	TAT	86.26702730475878	2.449489742783178
BruLib10421	KRT85	155.56349186104043	39.191835884530846
BruLib31178	BTBD3	46.66904755831213	0.0
BruLib615	ALDH1B1	9.899494936611664	2.449489742783178
BruLib44099	DNAH7	55.154328932550705	4.898979485566356
BruLib4778	DIO1	5.65685424949238	4.898979485566356
BruLib26843	GJC1	32.526911934581186	2.449489742783178
BruLib38413	NRN1	67.88225099390856	4.898979485566356
BruLib39653	FGFRL1	15.556349186104043	0.0
BruLib8840	HRH1	45.25483399593904	7.348469228349534
BruLib77023	Non-Targeting Control	534.5727265770299	235.15101530718508
BruLib69078	SLC6A19	149.90663761154806	14.696938456699067
BruLib17342	SIAH2	18.384776310850235	0.0
BruLib4613	AKR1C2	881.0550493584382	0.0
BruLib4914	DNASE2	363.4528855298854	2.449489742783178
BruLib74773	SPANXA2	49.49747468305832	0.0
BruLib76463	Non-Targeting Control	4.242640687119285	9.797958971132712
BruLib7976	BRF1	270.1147904132611	19.595917942265423
BruLib50690	ZNF606	14.14213562373095	2.449489742783178
BruLib10080	KCNJ16	55.154328932550705	9.797958971132712
BruLib32101	SULF1	1.414213562373095	0.0
BruLib4312	CYBA	145.66399692442877	0.0
BruLib49693	PRKRIP1	118.79393923933998	2.449489742783178
BruLib71765	OR6C70	261.62950903902254	0.0
BruLib55393	TGIF2LX	130.10764773832474	34.29285639896449
BruLib75054	LOC730159	411.53614665057063	0.0
BruLib11282	MDH2	110.30865786510141	213.1056076221365
BruLib58946	FAM69C	80.61017305526642	0.0
BruLib46444	HMHB1	63.63961030678927	0.0
BruLib22825	GPAA1	52.32590180780451	4.898979485566356
BruLib2275	CAMP	53.740115370177605	2.449489742783178
BruLib59505	PIFO	185.26197667087544	0.0
BruLib74450	IQCJ	4.242640687119285	2.449489742783178
BruLib76366	LOC101928436	32.526911934581186	0.0
BruLib76669	Non-Targeting Control	154.14927829866735	68.58571279792898
BruLib20944	LAPTM5	11.31370849898476	4.898979485566356
BruLib53476	ACBD6	2.82842712474619	2.449489742783178
BruLib76418	GAGE10	511.94530957906034	301.28723836233087
BruLib63844	DQX1	94.75230867899737	0.0
BruLib41397	PTCD3	1.414213562373095	4.898979485566356
BruLib39919	SEMA5B	9.899494936611664	0.0
BruLib7004	NR6A1	878.226622233692	4.898979485566356
BruLib25470	CTR9	103.23759005323593	0.0
BruLib11026	MAGEA9	2.82842712474619	0.0
BruLib68390	CRB2	339.41125496954277	4.898979485566356
BruLib25220	CCL4L2	87.68124086713189	2.449489742783178
BruLib76190	TNFAIP8L2-SCNM1	164.04877323527901	39.191835884530846
BruLib5514	ELF4	270.1147904132611	2.449489742783178
BruLib8213	HBG2	4.242640687119285	0.0
BruLib41657	ANO10	158.39191898578662	2.449489742783178
BruLib30496	AKAP2	9.899494936611664	2.449489742783178
BruLib12251	NCK1	28.2842712474619	14.696938456699067
BruLib27629	SAP18	263.04372260139564	36.74234614174767
BruLib34479	GIGYF2	2.82842712474619	0.0
BruLib877	APOF	15.556349186104043	0.0
BruLib62586	PPP4R2	831.5575746753798	311.0851973334636
BruLib72934	GPR179	43.840620433565945	9.797958971132712
BruLib47240	NEUROD6	73.53910524340094	0.0
BruLib69395	PKD1L3	199.4041122946064	0.0
BruLib30224	CDC42EP1	2.82842712474619	2.449489742783178
BruLib72954	PRAMEF11	243.24473272817232	0.0
BruLib41410	EPN3	494.97474683058323	0.0
BruLib60896	NOL4L	312.541197284454	0.0
BruLib59178	OR10H4	1.414213562373095	0.0
BruLib66485	LPCAT4	26.870057685088803	2.449489742783178
BruLib41207	HRASLS2	2.82842712474619	0.0
BruLib43503	DCAF6	432.74935008616706	7.348469228349534
BruLib75246	LOC100129924	5.65685424949238	0.0
BruLib70175	POLN	45.25483399593904	4.898979485566356
BruLib36029	PCDH11X	156.97770542341354	20617.355165006007
BruLib15074	HTRA1	387.494516090228	29.393876913398135
BruLib9550	ILF2	1.414213562373095	2.449489742783178
BruLib32197	PACS2	5.65685424949238	2.449489742783178
BruLib60477	FAM92A1	1.414213562373095	7.348469228349534
BruLib43170	N4BP2	4.242640687119285	2.449489742783178
BruLib21302	DPF3	11.31370849898476	0.0
BruLib69771	KLRG2	236.17366491630685	347.82754347521126
BruLib32307	CLEC16A	388.9087296526011	12.24744871391589
BruLib77125	Non-Targeting Control	5.65685424949238	4.898979485566356
BruLib70587	KLHL30	299.8132752230961	12.24744871391589
BruLib15839	RARG	18.384776310850235	0.0
BruLib48874	DCTPP1	12.727922061357855	0.0
BruLib62937	C7orf77	8.48528137423857	4.898979485566356
BruLib44994	CYSLTR2	128.69343417595164	4.898979485566356
BruLib58417	ANO4	431.33513652379395	48.98979485566356
BruLib61266	TMEM86A	1.414213562373095	0.0
BruLib41580	SLFN12	21.213203435596423	0.0
BruLib13500	PDE1C	94.75230867899737	2.449489742783178
BruLib11553	AFF1	46.66904755831213	2.449489742783178
BruLib5142	DUSP1	393.1513703397204	2.449489742783178
BruLib16021	RET	653.3666658163698	2.449489742783178
BruLib42024	MOB1A	97.58073580374355	0.0
BruLib21510	EPX	12.727922061357855	4.898979485566356
BruLib65970	LRWD1	56.5685424949238	0.0
BruLib12384	NDUFS5	1.414213562373095	0.0
BruLib48	ABCA2	11.31370849898476	9.797958971132712
BruLib59835	SPATA3	49.49747468305832	7.348469228349534
BruLib62193	LRRC71	212.13203435596424	0.0
BruLib74252	ANXA8	463.8620484583751	210.6561178793533
BruLib41593	AGGF1	5.65685424949238	0.0
BruLib41164	CT55	24.041630560342615	0.0
BruLib34435	LTN1	134.350288425444	0.0
BruLib39491	ASIC5	1441.0836200581837	2973019.1855082265
BruLib69692	PLCXD3	41.012193308819754	7.348469228349534
BruLib39156	UBE2D4	173.94826817189067	7.348469228349534
BruLib39899	DNAJC10	449.71991283464416	0.0
BruLib50168	NEK11	480.8326112068523	0.0
BruLib61464	C2CD4A	1.414213562373095	2.449489742783178
BruLib60435	MTPN	66.46803743153546	2.449489742783178
BruLib32486	CLASP1	100.40916292848974	2.449489742783178
BruLib38406	BPIFA1	8.48528137423857	0.0
BruLib56140	MTG1	2.82842712474619	0.0
BruLib39499	COQ3	418.6072144624361	34.29285639896449
BruLib25798	GPRASP1	114.55129855222069	0.0
BruLib65434	TMEM136	500.6316010800756	56.33826408401309
BruLib18475	SULT1A3	53.740115370177605	0.0
BruLib45068	LYRM4	2.82842712474619	0.0
BruLib76894	Non-Targeting Control	28.2842712474619	2.449489742783178
BruLib51841	TSC22D4	84.85281374238569	2.449489742783178
BruLib29479	RUNDC3A	140.0071426749364	2.449489742783178
BruLib55318	BTBD6	161.22034611053283	2.449489742783178
BruLib31768	CUL9	4.242640687119285	0.0
BruLib10439	LAD1	636.3961030678927	66.1362230551458
BruLib375	ADORA2A	31.112698372208087	0.0
BruLib71086	ZNF749	115.96551211459378	2260.879032588873
BruLib56199	TMEM129	86.26702730475878	4.898979485566356
BruLib15708	RAC1	316.78383797157323	2.449489742783178
BruLib29752	MAPRE2	69.29646455628165	0.0
BruLib65708	SKA3	5.65685424949238	2.449489742783178
BruLib60445	PRSS58	756.6042558696058	160314.20468567344
BruLib5723	EPS15	176.77669529663686	78.38367176906169
BruLib75414	ZNF705G	388.9087296526011	0.0
BruLib30578	ZHX1	291.32799384885755	29.393876913398135
BruLib74239	ZBTB8A	38.18376618407356	36.74234614174767
BruLib39872	WNT4	26.870057685088803	2.449489742783178
BruLib5409	EHHADH	2.82842712474619	4.898979485566356
BruLib66885	GPX6	26.870057685088803	9.797958971132712
BruLib24719	RECQL5	312.541197284454	2.449489742783178
BruLib14199	PLP1	2.82842712474619	2.449489742783178
BruLib76580	Non-Targeting Control	296.9848480983499	115.12601791080937
BruLib50403	ADCK4	1.414213562373095	0.0
BruLib34856	NKX2-8	1.414213562373095	0.0
BruLib61995	ZNF555	59.39696961966999	14.696938456699067
BruLib57989	RFFL	7.071067811865475	0.0
BruLib46606	ZNF462	46.66904755831213	0.0
BruLib43751	FAM212B	4.242640687119285	7.348469228349534
BruLib46699	MPP4	1.414213562373095	2.449489742783178
BruLib13110	SLC22A18	76.36753236814712	0.0
BruLib21801	OR1E1	73.53910524340094	2.449489742783178
BruLib13980	PIM1	1.414213562373095	0.0
BruLib53836	KRTAP4-4	328.09754647055803	2.449489742783178
BruLib28764	EXOC5	2.82842712474619	2.449489742783178
BruLib59027	ZNF440	1.414213562373095	2.449489742783178
BruLib42086	PCMTD2	45.25483399593904	0.0
BruLib614	ALDH1B1	7.071067811865475	2.449489742783178
BruLib37713	CUTC	2.82842712474619	2.449489742783178
BruLib22607	EIF3C	36.76955262170047	0.0
BruLib5383	MEGF8	613.7686860699232	2.449489742783178
BruLib51953	RNF146	5.65685424949238	2.449489742783178
BruLib3423	CLPTM1	55.154328932550705	2.449489742783178
BruLib71482	IER5L	302.64170234784234	7.348469228349534
BruLib43075	MAP7D1	156.97770542341354	2.449489742783178
BruLib68118	TCAIM	147.07821048680188	2.449489742783178
BruLib12069	MYL3	551.543289325507	2.449489742783178
BruLib72743	CCL3L3	313.9554108468271	26.944387170614956
BruLib48178	AIDA	217.7888886054566	0.0
BruLib17038	CCL25	39.597979746446654	4.898979485566356
BruLib39723	BRWD1	18.384776310850235	2.449489742783178
BruLib66455	TBC1D28	312.541197284454	34.29285639896449
BruLib74982	CEACAM18	8.48528137423857	2.449489742783178
BruLib48655	C7orf49	72.12489168102785	0.0
BruLib31903	TBC1D9	62.22539674441617	4.898979485566356
BruLib36128	TOR2A	125.86500705120545	2.449489742783178
BruLib69872	TUBB2B	253.14422766478398	0.0
BruLib56492	HAUS8	2.82842712474619	0.0
BruLib54288	LRCH3	278.6000717874997	0.0
BruLib5661	EPHA7	104.65180361560903	4.898979485566356
BruLib25405	SNCAIP	49.49747468305832	2.449489742783178
BruLib52783	KATNAL1	127.27922061357854	0.0
BruLib29829	IL24	49.49747468305832	0.0
BruLib21118	EPM2A	374.76659402887014	88.18163074019441
BruLib66592	LRRC57	21.213203435596423	0.0
BruLib46872	BACH2	1.414213562373095	0.0
BruLib14683	PPP3R2	417.193000900063	2.449489742783178
BruLib21233	FOSL1	22.62741699796952	0.0
BruLib64437	PIANP	100.40916292848974	9.797958971132712
BruLib10876	LUM	24.041630560342615	2.449489742783178
BruLib63306	PATE1	349.31074990615446	120.02499739637571
BruLib26496	DCLRE1A	1.414213562373095	0.0
BruLib35978	ZNF544	8.48528137423857	0.0
BruLib73187	OR9K2	1.414213562373095	0.0
BruLib17767	SMARCD1	1.414213562373095	2.449489742783178
BruLib19092	TGFB3	199.4041122946064	2.449489742783178
BruLib77231	Non-Targeting Control	254.5584412271571	2.449489742783178
BruLib70555	C9orf50	125.86500705120545	849.9729407457627
BruLib14625	PPP2R2B	25.45584412271571	2.449489742783178
BruLib59721	CNTNAP5	80.61017305526642	2.449489742783178
BruLib23130	CD84	185.26197667087544	2.449489742783178
BruLib54181	SUV420H2	115.96551211459378	0.0
BruLib47582	PDLIM2	458.20519420888274	198.4086691654374
BruLib72722	SPINK14	42.426406871192846	0.0
BruLib29514	SUGT1	2.82842712474619	2.449489742783178
BruLib48749	AHNAK	156.97770542341354	0.0
BruLib29665	SERINC3	90.50966799187808	26.944387170614956
BruLib52814	KIRREL2	7.071067811865475	0.0
BruLib23688	SH2D2A	12.727922061357855	0.0
BruLib6158	FCGR2B	46.66904755831213	4.898979485566356
BruLib36576	BLNK	9.899494936611664	4.898979485566356
BruLib22324	DEGS1	128.69343417595164	2.449489742783178
BruLib11155	MATN1	592.5554826343267	399.266828073658
BruLib66637	COL24A1	219.2031021678297	0.0
BruLib65622	CBWD5	435.5777772109132	26.944387170614956
BruLib63970	LCA5	407.29350596345137	2.449489742783178
BruLib65007	KHDRBS2	463.8620484583751	308.6357075906804
BruLib2863	CDH9	45.25483399593904	7.348469228349534
BruLib31493	PDZRN3	2.82842712474619	0.0
BruLib31500	MYO16	2.82842712474619	7.348469228349534
BruLib34507	FAM127B	1.414213562373095	0.0
BruLib20823	ZNF208	5.65685424949238	0.0
BruLib72311	C2orf91	172.53405460951757	2.449489742783178
BruLib68608	KRTAP7-1	124.45079348883235	146783.22334653916
BruLib19519	TPP2	214.96046148071042	0.0
BruLib64792	RPL22L1	274.35743110038044	2.449489742783178
BruLib6246	FGF4	159.80613254815972	2.449489742783178
BruLib48141	PORCN	16.97056274847714	4.898979485566356
BruLib71330	BEND4	759.4326829943519	2.449489742783178
BruLib40924	PQLC2	48.08326112068523	0.0
BruLib28388	NOP56	18.384776310850235	0.0
BruLib64305	PTCRA	388.9087296526011	17.146428199482244
BruLib75917	OCLN	16.97056274847714	4.898979485566356
BruLib30681	TREX1	29.698484809834994	0.0
BruLib14869	PRKDC	289.91378028648444	2.449489742783178
BruLib17343	SIAH2	1.414213562373095	2.449489742783178
BruLib73005	MAP1LC3C	66.46803743153546	2.449489742783178
BruLib36456	ORMDL2	2.82842712474619	2.449489742783178
BruLib39236	RASD1	1.414213562373095	0.0
BruLib34032	CCDC28A	902.2682527940345	90.63112048297758
BruLib75124	ZSCAN30	422.84985514955537	0.0
BruLib69298	OR10A2	2.82842712474619	0.0
BruLib47257	FIGNL1	16.97056274847714	0.0
BruLib6022	FABP7	87.68124086713189	4.898979485566356
BruLib77100	Non-Targeting Control	21.213203435596423	2.449489742783178
BruLib76775	Non-Targeting Control	48.08326112068523	39.191835884530846
BruLib62642	CMTM8	349.31074990615446	107.77754868245982
BruLib70326	EFCAB5	7.071067811865475	0.0
BruLib49511	MAP7D3	46.66904755831213	48.98979485566356
BruLib5508	ELF2	362.0386719675123	0.0
BruLib74527	MROH1	19.798989873223327	0.0
BruLib33234	TMEM50A	164.04877323527901	0.0
BruLib6862	GAMT	28.2842712474619	2.449489742783178
BruLib75385	ZNF705E	26.870057685088803	24.49489742783178
BruLib20891	SLC30A2	263.04372260139564	2.449489742783178
BruLib7127	GHSR	1.414213562373095	2.449489742783178
BruLib76743	Non-Targeting Control	121.62236636408616	12.24744871391589
BruLib22999	TNFRSF10B	164.04877323527901	2.449489742783178
BruLib67155	ZNF311	227.6883835420683	4.898979485566356
BruLib68085	ZNF619	4.242640687119285	2.449489742783178
BruLib68851	JMJD8	43.840620433565945	126266.29726098725
BruLib40219	NECAB2	62.22539674441617	19.595917942265423
BruLib27636	SMNDC1	106.06601717798212	0.0
BruLib4018	CSF2	166.8772003600252	122.4744871391589
BruLib619	ALDH1A3	420.0214280248092	2.449489742783178
BruLib29355	SLC22A7	171.1198410471445	0.0
BruLib275	ADARB2	2.82842712474619	4.898979485566356
BruLib9724	IRF7	316.78383797157323	127.37346662472525
BruLib49117	IRX6	4.242640687119285	7.348469228349534
BruLib6879	LRRC32	128.69343417595164	0.0
BruLib60346	PM20D2	188.09040379562163	51.43928459844673
BruLib49059	PRR15L	190.9188309203678	0.0
BruLib25176	APBA3	104.65180361560903	2.449489742783178
BruLib20237	CORO2A	86.26702730475878	2.449489742783178
BruLib68659	KRTAP19-5	73.53910524340094	0.0
BruLib11827	MT1H	156.97770542341354	0.0
BruLib66495	LYG2	709.9352083112936	4.898979485566356
BruLib57728	PANX3	103.23759005323593	53.88877434122991
BruLib21557	ACOX3	319.61226509631945	0.0
BruLib54345	ORAI1	248.9015869776647	14.696938456699067
BruLib35594	SDCBP2	601.0407640085654	0.0
BruLib44873	RSRP1	4.242640687119285	36.74234614174767
BruLib1216	ARSF	16.97056274847714	2.449489742783178
BruLib27918	SCML2	41.012193308819754	2.449489742783178
BruLib59160	CYP4F22	117.37972567696688	2.449489742783178
BruLib33814	DNAJB5	418.6072144624361	0.0
BruLib59870	C2orf50	301.22748878546923	0.0
BruLib58113	C10orf32	159.80613254815972	63.68673331236263
BruLib20775	ZNF184	230.51681066681448	0.0
BruLib69883	NME9	9.899494936611664	0.0
BruLib40228	GNL3L	91.92388155425117	0.0
BruLib40223	MAGEL2	272.94321753800733	0.0
BruLib69500	PRAMEF9	1.414213562373095	0.0
BruLib24441	ASIC3	19.798989873223327	2.449489742783178
BruLib44436	GRIPAP1	275.7716446627535	2.449489742783178
BruLib2646	CD33	427.0924958366747	2.449489742783178
BruLib6797	GABRR1	162.6345596729059	2.449489742783178
BruLib64131	FAM170B	2.82842712474619	2.449489742783178
BruLib8142	HABP2	1.414213562373095	0.0
BruLib19468	TP73	265.87214972614186	26.944387170614956
BruLib17334	SI	668.9230150024739	387.0193793597421
BruLib77421	Non-Targeting Control	265.87214972614186	4.898979485566356
BruLib20903	ZP2	288.4995667241114	129.82295636750843
BruLib17480	SLC3A1	1.414213562373095	0.0
BruLib10401	KRT35	77.78174593052022	7.348469228349534
BruLib4306	CYB561	475.1757569573599	0.0
BruLib67786	MAMSTR	7.071067811865475	4.898979485566356
BruLib60408	ZNF786	14.14213562373095	0.0
BruLib28285	STK25	8.48528137423857	0.0
BruLib512	JAG1	29.698484809834994	4.898979485566356
BruLib70971	GLTPD2	2.82842712474619	0.0
BruLib22316	CDK10	42.426406871192846	2.449489742783178
BruLib33514	BHMT2	97.58073580374355	0.0
BruLib14703	NPY4R	569.9280656363572	68.58571279792898
BruLib50401	SYNPO2L	66.46803743153546	41.641325627314025
BruLib72735	TBC1D3C	121.62236636408616	151.86836405255704
BruLib71857	ONECUT3	502.0458146424487	22.045407685048602
BruLib58540	FRMD6	128.69343417595164	0.0
BruLib59028	ZNF440	132.93607486307093	31.843366656181313
BruLib20217	ZAN	33.94112549695428	44.090815370097204
BruLib35818	GNMT	21.213203435596423	146.96938456699067
BruLib1349	ATP1B1	11.31370849898476	2.449489742783178
BruLib9700	IRF1	2.82842712474619	2.449489742783178
BruLib1816	BMX	7.071067811865475	9.797958971132712
BruLib14813	PRKAR2B	199.4041122946064	4.898979485566356
BruLib34073	RTTN	226.2741699796952	9.797958971132712
BruLib76748	Non-Targeting Control	9.899494936611664	2.449489742783178
BruLib58774	CANT1	2.82842712474619	0.0
BruLib61115	ASB14	1.414213562373095	2.449489742783178
BruLib72445	SAMD12	223.445742854949	2.449489742783178
BruLib36980	SLC2A8	2.82842712474619	2.449489742783178
