id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ANKRD66	3	0.18203	0.2883	0.924693	4641	2	-0.56134	0.16823	0.16773	0.915138	2613	1	-0.56134
ZNRF4	3	0.18203	0.2883	0.924693	4642	2	-1.5716	0.91368	0.91376	0.97872	16775	0	-1.5716
MED18	3	0.18203	0.2883	0.924693	4643	2	-0.98997	0.91368	0.91376	0.97872	16595	0	-0.98997
CYP20A1	3	0.18203	0.2883	0.924693	4644	2	-0.9747	0.91368	0.91376	0.97872	16650	0	-0.9747
IGFBP4	3	0.18203	0.2883	0.924693	4645	2	-1.5716	0.68195	0.68195	0.923281	12359	0	-1.5716
PPM1L	3	0.18203	0.2883	0.924693	4646	2	-0.56134	0.28159	0.2813	0.915138	4464	0	-0.56134
CHODL	3	0.18203	0.2883	0.924693	4647	2	-1.5716	0.68195	0.68195	0.923281	12682	0	-1.5716
OR5H2	3	0.18203	0.2883	0.924693	4648	2	-0.98997	0.91368	0.91376	0.97872	16896	0	-0.98997
HRASLS2	3	0.18203	0.2883	0.924693	4649	2	-1.5716	0.91368	0.91376	0.97872	16542	0	-1.5716
ANO2	3	0.18203	0.2883	0.924693	4650	2	-0.56134	0.68195	0.68195	0.923281	11351	0	-0.56134
C12orf49	3	0.18203	0.2883	0.924693	4651	2	-0.56134	0.074719	0.078022	0.915138	1332	1	-0.56134
KCTD8	3	0.18203	0.2883	0.924693	4652	2	-1.5716	0.68195	0.68195	0.923281	12318	0	-1.5716
SNX12	3	0.18203	0.2883	0.924693	4653	2	-1.5716	0.68195	0.68195	0.923281	13361	0	-1.5716
PFDN4	3	0.18203	0.2883	0.924693	4654	2	-1.5716	0.28159	0.2813	0.915138	4167	0	-1.5716
CRX	3	0.18203	0.2883	0.924693	4655	2	-1.5716	0.91368	0.91376	0.97872	16987	0	-1.5716
ZP2	3	0.18203	0.2883	0.924693	4656	2	-1.5716	0.91368	0.91376	0.97872	16681	0	-1.5716
CRMP1	3	0.18203	0.2883	0.924693	4657	2	-0.98997	0.91368	0.91376	0.97872	16905	0	-0.98997
TRIM49D1	3	0.18203	0.2883	0.924693	4658	2	-1.1542	0.68195	0.68195	0.923281	13188	0	-1.1542
SYCE3	3	0.18203	0.2883	0.924693	4659	2	-0.56134	0.28159	0.2813	0.915138	4398	0	-0.56134
CCDC103	3	0.18203	0.2883	0.924693	4660	2	-0.98997	0.91368	0.91376	0.97872	17013	0	-0.98997
CCDC22	3	0.18203	0.2883	0.924693	4661	2	-1.5716	0.68195	0.68195	0.923281	12589	0	-1.5716
C1orf168	3	0.18203	0.2883	0.924693	4662	2	-0.98997	0.91368	0.91376	0.97872	17099	0	-0.98997
GALK1	3	0.18203	0.2883	0.924693	4663	2	-1.5512	0.28159	0.2813	0.915138	4603	0	-1.5512
ZYG11A	3	0.18203	0.2883	0.924693	4664	2	-1.5716	0.91368	0.91376	0.97872	16473	0	-1.5716
FLT3LG	3	0.18203	0.2883	0.924693	4665	2	-0.56134	0.39379	0.39376	0.923281	7329	0	-0.56134
CHRNG	3	0.18203	0.2883	0.924693	4666	2	-0.56134	0.68195	0.68195	0.923281	11537	0	-0.56134
GAGE12C	3	0.18203	0.2883	0.924693	4667	2	-1.0799	0.68195	0.68195	0.923281	11304	0	-1.0799
TMEM5	3	0.18203	0.2883	0.924693	4668	2	-1.5716	0.13107	0.13122	0.915138	2177	1	-1.5716
KCNS2	3	0.18203	0.2883	0.924693	4669	2	-1.5716	0.68195	0.68195	0.923281	11546	0	-1.5716
CCDC91	3	0.18203	0.2883	0.924693	4670	2	-0.56134	0.08595	0.088512	0.915138	1393	1	-0.56134
SNX20	3	0.18203	0.2883	0.924693	4671	2	-0.96556	0.68195	0.68195	0.923281	11391	0	-0.96556
RHOH	3	0.18203	0.2883	0.924693	4672	2	-1.5716	0.91368	0.91376	0.97872	17210	0	-1.5716
RPS3	3	0.18203	0.2883	0.924693	4673	2	-0.56134	0.68195	0.68195	0.923281	12750	0	-0.56134
SPPL2C	3	0.18203	0.2883	0.924693	4674	2	-1.5716	0.68195	0.68195	0.923281	12759	0	-1.5716
SPRR3	3	0.18203	0.2883	0.924693	4675	2	-0.56134	0.28159	0.2813	0.915138	4352	0	-0.56134
TNN	3	0.18203	0.2883	0.924693	4676	2	-0.96556	0.68195	0.68195	0.923281	12768	0	-0.96556
LTA4H	3	0.18203	0.2883	0.924693	4677	2	-0.56134	0.28159	0.2813	0.915138	5173	0	-0.56134
MDM2	3	0.18203	0.2883	0.924693	4678	2	-0.9747	0.68195	0.68195	0.923281	13462	0	-0.9747
IL10	3	0.18203	0.2883	0.924693	4679	2	-0.56134	0.68195	0.68195	0.923281	11808	0	-0.56134
GNG10	3	0.18203	0.2883	0.924693	4680	2	-1.5716	0.68195	0.68195	0.923281	13405	0	-1.5716
PHTF2	3	0.18203	0.2883	0.924693	4681	2	-1.5716	0.68195	0.68195	0.923281	12998	0	-1.5716
SGIP1	3	0.18203	0.2883	0.924693	4682	2	-0.98997	0.91368	0.91376	0.97872	16475	0	-0.98997
MPP6	3	0.18203	0.2883	0.924693	4683	2	-1.5716	0.91368	0.91376	0.97872	16981	0	-1.5716
DDX50	3	0.18203	0.2883	0.924693	4684	2	-0.56134	0.68195	0.68195	0.923281	13080	0	-0.56134
RNF152	3	0.18203	0.2883	0.924693	4685	2	-0.56134	0.13107	0.13122	0.915138	2360	1	-0.56134
ZNF665	3	0.18203	0.2883	0.924693	4686	2	-0.56134	0.68195	0.68195	0.923281	11301	0	-0.56134
PCDHA8	3	0.18203	0.2883	0.924693	4687	2	-0.56134	0.68195	0.68195	0.923281	13517	0	-0.56134
FAM110A	3	0.18203	0.2883	0.924693	4688	2	-0.98997	0.91368	0.91376	0.97872	16800	0	-0.98997
LCN9	3	0.18203	0.2883	0.924693	4689	2	-0.98997	0.91368	0.91376	0.97872	16855	0	-0.98997
PYGL	3	0.18203	0.2883	0.924693	4690	2	-0.98997	0.91368	0.91376	0.97872	16791	0	-0.98997
CHST14	3	0.18203	0.2883	0.924693	4691	2	-1.5716	0.91368	0.91376	0.97872	16588	0	-1.5716
CCL18	3	0.18203	0.2883	0.924693	4692	2	-1.5716	0.68195	0.68195	0.923281	13146	0	-1.5716
YEATS2	3	0.18203	0.2883	0.924693	4693	2	-1.5716	0.91368	0.91376	0.97872	16632	0	-1.5716
RNF133	3	0.18203	0.2883	0.924693	4694	2	-0.56134	0.68195	0.68195	0.923281	12157	0	-0.56134
ZBTB24	3	0.18203	0.2883	0.924693	4695	2	-0.9747	0.91368	0.91376	0.97872	16419	0	-0.9747
CRLS1	3	0.18203	0.2883	0.924693	4696	2	-0.56134	0.063189	0.067471	0.915138	1237	1	-0.56134
GPX5	3	0.18203	0.2883	0.924693	4697	2	-0.56134	0.68195	0.68195	0.923281	13313	0	-0.56134
DRD2	3	0.18203	0.2883	0.924693	4698	2	-0.9747	0.42546	0.42559	0.923281	7600	0	-0.9747
NKX6-2	3	0.18203	0.2883	0.924693	4699	2	-1.5716	0.91368	0.91376	0.97872	16974	0	-1.5716
CDON	3	0.18203	0.2883	0.924693	4700	2	-1.5716	0.68195	0.68195	0.923281	11881	0	-1.5716
CDR2	3	0.18203	0.2883	0.924693	4701	2	-0.56134	0.68195	0.68195	0.923281	13138	0	-0.56134
EPG5	3	0.18203	0.2883	0.924693	4702	2	-0.56134	0.91368	0.91376	0.97872	16612	0	-0.56134
DCAF11	3	0.18203	0.2883	0.924693	4703	2	-0.9747	0.28159	0.2813	0.915138	4952	0	-0.9747
ZNF852	3	0.18203	0.2883	0.924693	4704	2	-1.5716	0.91368	0.91376	0.97872	16781	0	-1.5716
NCKAP1L	3	0.18203	0.2883	0.924693	4705	2	-1.5716	0.13107	0.13122	0.915138	2490	1	-1.5716
PPP1CA	3	0.18203	0.2883	0.924693	4706	2	-1.5716	0.68195	0.68195	0.923281	12297	0	-1.5716
SULT2B1	3	0.18203	0.2883	0.924693	4707	2	-0.56134	0.68195	0.68195	0.923281	12767	0	-0.56134
UHRF1BP1	3	0.18203	0.2883	0.924693	4708	2	-0.9747	0.40463	0.40471	0.923281	7390	0	-0.9747
SMR3B	3	0.18203	0.2883	0.924693	4709	2	-0.98997	0.91368	0.91376	0.97872	16747	0	-0.98997
SUMO2	3	0.18203	0.2883	0.924693	4710	2	-1.5716	0.68195	0.68195	0.923281	11185	0	-1.5716
ZNF236	3	0.18203	0.2883	0.924693	4711	2	-1.5716	0.68195	0.68195	0.923281	12204	0	-1.5716
SAMD3	3	0.18203	0.2883	0.924693	4712	2	-1.5716	0.91368	0.91376	0.97872	16829	0	-1.5716
SOX21	3	0.18203	0.2883	0.924693	4713	2	-0.56134	0.68195	0.68195	0.923281	11947	0	-0.56134
ZRANB2	3	0.18203	0.2883	0.924693	4714	2	-0.56134	0.68195	0.68195	0.923281	12496	0	-0.56134
SKOR2	3	0.18203	0.2883	0.924693	4715	2	-0.9747	0.17276	0.17234	0.915138	2978	0	-0.9747
HDAC11	3	0.18203	0.2883	0.924693	4716	2	-1.5716	0.68195	0.68195	0.923281	11551	0	-1.5716
INADL	3	0.18203	0.2883	0.924693	4717	2	-1.5716	0.28159	0.2813	0.915138	4234	0	-1.5716
CNOT11	3	0.18203	0.2883	0.924693	4718	2	-1.5716	0.68195	0.68195	0.923281	11745	0	-1.5716
FAM114A2	3	0.18203	0.2883	0.924693	4719	2	-0.56134	0.68195	0.68195	0.923281	13429	0	-0.56134
PAK2	3	0.18203	0.2883	0.924693	4720	2	-1.5716	0.68195	0.68195	0.923281	11147	0	-1.5716
SLC7A14	3	0.18203	0.2883	0.924693	4721	2	-1.2245	0.02842	0.035818	0.915138	644	1	-1.2245
ZNF41	3	0.18203	0.2883	0.924693	4722	2	-0.56134	0.68195	0.68195	0.923281	13325	0	-0.56134
GSK3A	3	0.18203	0.2883	0.924693	4723	2	-0.98997	0.91368	0.91376	0.97872	17217	0	-0.98997
FOXN1	3	0.18203	0.2883	0.924693	4724	2	-0.56134	0.68195	0.68195	0.923281	13164	0	-0.56134
C1QTNF6	3	0.18203	0.2883	0.924693	4725	2	-0.56134	0.68195	0.68195	0.923281	11465	0	-0.56134
WDR83OS	3	0.18203	0.2883	0.924693	4726	2	-1.5716	0.68195	0.68195	0.923281	11925	0	-1.5716
C2orf27B	3	0.18203	0.2883	0.924693	4727	2	-0.56134	0.68195	0.68195	0.923281	11960	0	-0.56134
JMJD8	3	0.18203	0.2883	0.924693	4728	2	-1.5716	0.00034192	0.00090895	0.713335	14	1	-1.5716
MEF2B	3	0.18203	0.2883	0.924693	4729	2	-0.9747	0.28159	0.2813	0.915138	3995	0	-0.9747
PAFAH2	3	0.18203	0.2883	0.924693	4730	2	-1.3436	0.68195	0.68195	0.923281	11107	0	-1.3436
GRB2	3	0.18203	0.2883	0.924693	4731	2	-1.5716	0.28159	0.2813	0.915138	4397	0	-1.5716
TMEM259	3	0.18203	0.2883	0.924693	4732	2	-1.5716	0.39982	0.39983	0.923281	7365	0	-1.5716
MYCT1	3	0.18203	0.2883	0.924693	4733	2	-0.56134	0.68195	0.68195	0.923281	12448	0	-0.56134
SLAMF7	3	0.18203	0.2883	0.924693	4734	2	-0.98997	0.91368	0.91376	0.97872	17194	0	-0.98997
SI	3	0.18203	0.2883	0.924693	4735	2	-1.5355	0.91368	0.91376	0.97872	17173	0	-1.5355
ITPR3	3	0.18203	0.2883	0.924693	4736	2	-1.1367	0.68195	0.68195	0.923281	11422	0	-1.1367
BAG3	3	0.18203	0.2883	0.924693	4737	2	-1.2849	0.68195	0.68195	0.923281	11613	0	-1.2849
PIGX	3	0.18203	0.2883	0.924693	4738	2	-0.9747	0.42546	0.42559	0.923281	7503	0	-0.9747
SARM1	3	0.18203	0.2883	0.924693	4739	2	-0.56134	0.68195	0.68195	0.923281	11003	0	-0.56134
DUPD1	3	0.18203	0.2883	0.924693	4740	2	-1.5716	0.68195	0.68195	0.923281	10989	0	-1.5716
ABCC12	3	0.18203	0.2883	0.924693	4741	2	-1.5716	0.91368	0.91376	0.97872	16930	0	-1.5716
TACR2	3	0.18203	0.2883	0.924693	4742	2	-0.56134	0.96017	0.96043	0.994548	17610	0	-0.56134
IGDCC3	3	0.18203	0.2883	0.924693	4743	2	-0.98997	0.91368	0.91376	0.97872	16454	0	-0.98997
CCNI	3	0.18203	0.2883	0.924693	4744	2	-1.5716	0.28159	0.2813	0.915138	5117	0	-1.5716
KCNJ9	3	0.18203	0.2883	0.924693	4745	2	-0.56134	0.13107	0.13122	0.915138	2280	1	-0.56134
NR2F1	3	0.18203	0.2883	0.924693	4746	2	-0.98997	0.91368	0.91376	0.97872	16581	0	-0.98997
ACSM5	3	0.18203	0.2883	0.924693	4747	2	-1.5716	0.68195	0.68195	0.923281	13509	0	-1.5716
ECH1	3	0.18203	0.2883	0.924693	4748	2	-1.1915	0.13107	0.13122	0.915138	2425	1	-1.1915
ATP1A4	3	0.18203	0.2883	0.924693	4749	2	-1.5716	0.91368	0.91376	0.97872	16737	0	-1.5716
RPL32	3	0.18203	0.2883	0.924693	4750	2	-0.56134	0.42546	0.42559	0.923281	7494	0	-0.56134
EFNA2	3	0.18203	0.2883	0.924693	4751	2	-1.5716	0.91368	0.91376	0.97872	17026	0	-1.5716
C5orf66	3	0.18203	0.2883	0.924693	4752	2	-1.5716	0.04925	0.054663	0.915138	1013	1	-1.5716
THAP11	3	0.18203	0.2883	0.924693	4753	2	-1.5716	0.68195	0.68195	0.923281	12171	0	-1.5716
RPS16	3	0.18203	0.2883	0.924693	4754	2	-0.56134	0.28159	0.2813	0.915138	5181	0	-0.56134
ENPP7	3	0.18203	0.2883	0.924693	4755	2	-0.98997	0.91368	0.91376	0.97872	17119	0	-0.98997
FBF1	3	0.18203	0.2883	0.924693	4756	2	-1.5716	0.91368	0.91376	0.97872	17170	0	-1.5716
HSPB11	3	0.18203	0.2883	0.924693	4757	2	-0.98997	0.91368	0.91376	0.97872	16560	0	-0.98997
HRNR	3	0.18203	0.2883	0.924693	4758	2	-0.56134	0.28159	0.2813	0.915138	5079	0	-0.56134
PRSS55	3	0.18203	0.2883	0.924693	4759	2	-0.9747	0.68195	0.68195	0.923281	11057	0	-0.9747
ZBBX	3	0.18203	0.2883	0.924693	4760	2	-1.5716	0.033413	0.040276	0.915138	733	1	-1.5716
RIC3	3	0.18203	0.2883	0.924693	4761	2	-0.56134	0.68195	0.68195	0.923281	11899	0	-0.56134
GPR146	3	0.18203	0.2883	0.924693	4762	2	-0.98997	0.91368	0.91376	0.97872	17143	0	-0.98997
ZNF688	3	0.18203	0.2883	0.924693	4763	2	-0.56134	0.68195	0.68195	0.923281	12527	0	-0.56134
SLITRK5	3	0.18203	0.2883	0.924693	4764	2	-0.56134	0.68195	0.68195	0.923281	12319	0	-0.56134
CHRND	3	0.18203	0.2883	0.924693	4765	2	-0.96962	0.68195	0.68195	0.923281	11490	0	-0.96962
CYB5B	3	0.18203	0.2883	0.924693	4766	2	-0.56134	0.13107	0.13122	0.915138	2345	1	-0.56134
RER1	3	0.18203	0.2883	0.924693	4767	2	-1.5716	0.68195	0.68195	0.923281	12733	0	-1.5716
SLC26A5	3	0.18203	0.2883	0.924693	4768	2	-1.3838	0.68195	0.68195	0.923281	10997	0	-1.3838
FBXO28	3	0.18203	0.2883	0.924693	4769	2	-1.1367	0.68195	0.68195	0.923281	12906	0	-1.1367
PPM1A	3	0.18203	0.2883	0.924693	4770	2	-0.9747	0.68195	0.68195	0.923281	11248	0	-0.9747
ZBED6	3	0.18203	0.2883	0.924693	4771	2	-0.98997	0.91368	0.91376	0.97872	16873	0	-0.98997
ARHGEF25	3	0.18203	0.2883	0.924693	4772	2	-0.56134	0.68195	0.68195	0.923281	11238	0	-0.56134
SRSF9	3	0.18203	0.2883	0.924693	4773	2	-0.9747	0.68195	0.68195	0.923281	12487	0	-0.9747
AGPAT9	3	0.18203	0.2883	0.924693	4774	2	-0.98997	0.91368	0.91376	0.97872	17198	0	-0.98997
MCTS1	3	0.18203	0.2883	0.924693	4775	2	-1.3838	0.91368	0.91376	0.97872	16885	0	-1.3838
MYADM	3	0.18203	0.2883	0.924693	4776	2	-0.98997	0.91368	0.91376	0.97872	16649	0	-0.98997
SCP2	3	0.18203	0.2883	0.924693	4777	2	-0.96962	0.91368	0.91376	0.97872	16849	0	-0.96962
CHST3	3	0.18203	0.2883	0.924693	4778	2	-0.98997	0.91368	0.91376	0.97872	17195	0	-0.98997
AQP3	3	0.18203	0.2883	0.924693	4779	2	-1.5716	0.13107	0.13122	0.915138	2197	1	-1.5716
KDELC1	3	0.18203	0.2883	0.924693	4780	2	-1.5716	0.28159	0.2813	0.915138	4984	0	-1.5716
FAM179A	3	0.18203	0.2883	0.924693	4781	2	-0.98997	0.91368	0.91376	0.97872	17180	0	-0.98997
UBALD1	3	0.18203	0.2883	0.924693	4782	2	-0.56134	0.68195	0.68195	0.923281	13236	0	-0.56134
CHRM3	3	0.18203	0.2883	0.924693	4783	2	-1.3838	0.91368	0.91376	0.97872	17185	0	-1.3838
FAM206A	3	0.18203	0.2883	0.924693	4784	2	-1.5716	0.68195	0.68195	0.923281	12382	0	-1.5716
MAPK7	3	0.18203	0.2883	0.924693	4785	2	-0.98997	0.91368	0.91376	0.97872	16935	0	-0.98997
MAZ	3	0.18203	0.2883	0.924693	4786	2	-0.56134	0.28159	0.2813	0.915138	4105	0	-0.56134
KRTAP21-1	3	0.18203	0.2883	0.924693	4787	2	-0.98997	0.91368	0.91376	0.97872	16814	0	-0.98997
NR3C1	3	0.18203	0.2883	0.924693	4788	2	-0.56134	0.68195	0.68195	0.923281	11910	0	-0.56134
TRIM58	3	0.18203	0.2883	0.924693	4789	2	-0.56134	0.68195	0.68195	0.923281	12295	0	-0.56134
C20orf24	3	0.18203	0.2883	0.924693	4790	2	-1.5716	0.13107	0.13122	0.915138	2542	1	-1.5716
MRPL47	3	0.18203	0.2883	0.924693	4791	2	-1.5716	0.13107	0.13122	0.915138	2244	1	-1.5716
INPP5K	3	0.18203	0.2883	0.924693	4792	2	-0.98997	0.91368	0.91376	0.97872	17088	0	-0.98997
MZF1	3	0.18203	0.2883	0.924693	4793	2	-1.5716	0.28159	0.2813	0.915138	3987	0	-1.5716
TAL2	3	0.18203	0.2883	0.924693	4794	2	-0.98997	0.91368	0.91376	0.97872	16761	0	-0.98997
PCDHGB3	3	0.18203	0.2883	0.924693	4795	2	-1.5716	0.28159	0.2813	0.915138	4323	0	-1.5716
ACTL6B	3	0.18203	0.2883	0.924693	4796	2	-1.5716	0.68195	0.68195	0.923281	12950	0	-1.5716
DMD	3	0.18203	0.2883	0.924693	4797	2	-0.56134	0.68195	0.68195	0.923281	11996	0	-0.56134
SCN8A	3	0.18203	0.2883	0.924693	4798	2	-1.5716	0.68195	0.68195	0.923281	11554	0	-1.5716
UBL7	3	0.18203	0.2883	0.924693	4799	2	-1.5716	0.42546	0.42559	0.923281	7612	0	-1.5716
MOSPD2	3	0.18203	0.2883	0.924693	4800	2	-0.56134	0.68195	0.68195	0.923281	12694	0	-0.56134
TF	3	0.18203	0.2883	0.924693	4801	2	-1.5716	0.91368	0.91376	0.97872	17003	0	-1.5716
SPINK9	3	0.18203	0.2883	0.924693	4802	2	-0.98997	0.91368	0.91376	0.97872	16647	0	-0.98997
GZF1	3	0.18203	0.2883	0.924693	4803	2	-0.56134	0.17276	0.17234	0.915138	2995	0	-0.56134
INCA1	3	0.18203	0.2883	0.924693	4804	2	-1.5716	0.68195	0.68195	0.923281	12688	0	-1.5716
WFDC13	3	0.18203	0.2883	0.924693	4805	2	-0.56134	0.68195	0.68195	0.923281	12959	0	-0.56134
SLC25A14	3	0.18203	0.2883	0.924693	4806	2	-1.5716	0.68195	0.68195	0.923281	12808	0	-1.5716
TREX2	3	0.18203	0.2883	0.924693	4807	2	-1.5716	0.13107	0.13122	0.915138	2430	1	-1.5716
MAD2L1	3	0.18203	0.2883	0.924693	4808	2	-0.98997	0.91368	0.91376	0.97872	16621	0	-0.98997
PLSCR3	3	0.18203	0.2883	0.924693	4809	2	-0.56134	0.68195	0.68195	0.923281	11396	0	-0.56134
RGS21	3	0.18203	0.2883	0.924693	4810	2	-1.5716	0.91368	0.91376	0.97872	16548	0	-1.5716
ZSCAN10	3	0.18203	0.2883	0.924693	4811	2	-1.5716	0.13107	0.13122	0.915138	2179	1	-1.5716
SNX31	3	0.18203	0.2883	0.924693	4812	2	-1.5716	0.91368	0.91376	0.97872	16420	0	-1.5716
HOXC11	3	0.18203	0.2883	0.924693	4813	2	-0.56134	0.68195	0.68195	0.923281	13508	0	-0.56134
CDC45	3	0.18203	0.2883	0.924693	4814	2	-0.56134	0.91368	0.91376	0.97872	16437	0	-0.56134
FAF1	3	0.18203	0.2883	0.924693	4815	2	-1.5716	0.91368	0.91376	0.97872	16652	0	-1.5716
UMODL1	3	0.18203	0.2883	0.924693	4816	2	-1.5716	0.046874	0.052455	0.915138	963	1	-1.5716
BCL2L11	3	0.18203	0.2883	0.924693	4817	2	-1.5716	0.28159	0.2813	0.915138	5169	0	-1.5716
FOXK2	3	0.18203	0.2883	0.924693	4818	2	-1.5716	0.91368	0.91376	0.97872	16477	0	-1.5716
UBE4A	3	0.18203	0.2883	0.924693	4819	2	-0.56134	0.68195	0.68195	0.923281	12378	0	-0.56134
PBDC1	3	0.18203	0.2883	0.924693	4820	2	-0.56134	0.13107	0.13122	0.915138	2466	1	-0.56134
IARS2	3	0.18203	0.2883	0.924693	4821	2	-1.558	0.68195	0.68195	0.923281	13202	0	-1.558
RIPPLY3	3	0.18203	0.2883	0.924693	4822	2	-0.56134	0.68195	0.68195	0.923281	10973	0	-0.56134
RPLP2	3	0.18203	0.2883	0.924693	4823	2	-0.56134	0.68195	0.68195	0.923281	10963	0	-0.56134
SEMA6D	3	0.18203	0.2883	0.924693	4824	2	-0.56134	0.28159	0.2813	0.915138	4688	0	-0.56134
PRAMEF12	3	0.18203	0.2883	0.924693	4825	2	-1.5716	0.91368	0.91376	0.97872	16442	0	-1.5716
UQCR11	3	0.18203	0.2883	0.924693	4826	2	-0.56134	0.68195	0.68195	0.923281	12622	0	-0.56134
ZNF420	3	0.18203	0.2883	0.924693	4827	2	-1.5716	0.68195	0.68195	0.923281	12966	0	-1.5716
CA9	3	0.18203	0.2883	0.924693	4828	2	-0.98997	0.91368	0.91376	0.97872	16488	0	-0.98997
SMC1A	3	0.18203	0.2883	0.924693	4829	2	-1.5716	0.91368	0.91376	0.97872	16435	0	-1.5716
RAB39A	3	0.18203	0.2883	0.924693	4830	2	-1.5716	0.91368	0.91376	0.97872	16903	0	-1.5716
MDH2	3	0.18203	0.2883	0.924693	4831	2	-0.56134	0.39867	0.39867	0.923281	7360	0	-0.56134
NCAPG	3	0.18203	0.2883	0.924693	4832	2	-0.56134	0.68195	0.68195	0.923281	12399	0	-0.56134
ALCAM	3	0.18203	0.2883	0.924693	4833	2	-0.98997	0.91368	0.91376	0.97872	16822	0	-0.98997
IFT74	3	0.18203	0.2883	0.924693	4834	2	-1.2956	0.91368	0.91376	0.97872	16584	0	-1.2956
HOXD12	3	0.18203	0.2883	0.924693	4835	2	-0.56134	0.68195	0.68195	0.923281	11389	0	-0.56134
C16orf89	3	0.18203	0.2883	0.924693	4836	2	-0.56134	0.68195	0.68195	0.923281	11098	0	-0.56134
PSMD1	3	0.18203	0.2883	0.924693	4837	2	-1.5716	0.68195	0.68195	0.923281	11677	0	-1.5716
CCDC126	3	0.18203	0.2883	0.924693	4838	2	-1.5716	0.91368	0.91376	0.97872	17148	0	-1.5716
MRPS18A	3	0.18203	0.2883	0.924693	4839	2	-1.5716	0.91368	0.91376	0.97872	16725	0	-1.5716
NOVA2	3	0.18203	0.2883	0.924693	4840	2	-0.56134	0.68195	0.68195	0.923281	11706	0	-0.56134
FAM126A	3	0.18203	0.2883	0.924693	4841	2	-1.5716	0.91368	0.91376	0.97872	17097	0	-1.5716
LKAAEAR1	3	0.18203	0.2883	0.924693	4842	2	-1.2956	0.08595	0.088512	0.915138	1402	1	-1.2956
ZNF524	3	0.18203	0.2883	0.924693	4843	2	-1.5716	0.13107	0.13122	0.915138	2493	1	-1.5716
ROCK2	3	0.18203	0.2883	0.924693	4844	2	-0.98997	0.91368	0.91376	0.97872	16451	0	-0.98997
FN1	3	0.18203	0.2883	0.924693	4845	2	-1.5716	0.68195	0.68195	0.923281	12883	0	-1.5716
USP38	3	0.18203	0.2883	0.924693	4846	2	-0.56134	0.28159	0.2813	0.915138	5112	0	-0.56134
ABCG5	3	0.18203	0.2883	0.924693	4847	2	-0.56134	0.13107	0.13122	0.915138	2339	1	-0.56134
DNAH8	3	0.18203	0.2883	0.924693	4848	2	-1.5716	0.68195	0.68195	0.923281	12156	0	-1.5716
ZNF300	3	0.18203	0.2883	0.924693	4849	2	-1.5716	0.38681	0.38682	0.923281	7326	0	-1.5716
RBMXL3	3	0.18203	0.2883	0.924693	4850	2	-1.5716	0.13107	0.13122	0.915138	2371	1	-1.5716
MFF	3	0.18203	0.2883	0.924693	4851	2	-1.5716	0.13107	0.13122	0.915138	2207	1	-1.5716
OR4L1	3	0.18203	0.2883	0.924693	4852	2	-1.5716	0.68195	0.68195	0.923281	12612	0	-1.5716
MFI2	3	0.18203	0.2883	0.924693	4853	2	-1.5716	0.28159	0.2813	0.915138	4948	0	-1.5716
HTN3	3	0.18203	0.2883	0.924693	4854	2	-0.98997	0.91368	0.91376	0.97872	16476	0	-0.98997
OR56A5	3	0.18203	0.2883	0.924693	4855	2	-1.5716	0.68195	0.68195	0.923281	11277	0	-1.5716
DTL	3	0.18203	0.2883	0.924693	4856	2	-1.5716	0.91368	0.91376	0.97872	16898	0	-1.5716
ETV3	3	0.18203	0.2883	0.924693	4857	2	-0.56134	0.68195	0.68195	0.923281	12606	0	-0.56134
ZIM2	3	0.18203	0.2883	0.924693	4858	2	-0.56134	0.68195	0.68195	0.923281	11319	0	-0.56134
OLFM2	3	0.18203	0.2883	0.924693	4859	2	-1.5716	0.68195	0.68195	0.923281	11877	0	-1.5716
SESN3	3	0.18203	0.2883	0.924693	4860	2	-0.56134	0.28159	0.2813	0.915138	4554	0	-0.56134
ATF6B	3	0.18203	0.2883	0.924693	4861	2	-0.56134	0.28159	0.2813	0.915138	4396	0	-0.56134
PORCN	3	0.18203	0.2883	0.924693	4862	2	-1.5716	0.68195	0.68195	0.923281	12355	0	-1.5716
SHROOM1	3	0.18203	0.2883	0.924693	4863	2	-0.56134	0.08595	0.088512	0.915138	1403	1	-0.56134
HSPA13	3	0.18203	0.2883	0.924693	4864	2	-0.56134	0.91368	0.91376	0.97872	16641	0	-0.56134
EFCAB5	3	0.18203	0.2883	0.924693	4865	2	-1.5716	0.09674	0.09848	0.915138	1789	1	-1.5716
DAPP1	3	0.18203	0.2883	0.924693	4866	2	-0.56134	0.68195	0.68195	0.923281	11409	0	-0.56134
TDRD9	3	0.18203	0.2883	0.924693	4867	2	-1.5716	0.91368	0.91376	0.97872	16673	0	-1.5716
PICK1	3	0.18203	0.2883	0.924693	4868	2	-0.56134	0.68195	0.68195	0.923281	12315	0	-0.56134
COX11	3	0.18203	0.2883	0.924693	4869	2	-1.5716	0.91368	0.91376	0.97872	17096	0	-1.5716
TCF7L1	3	0.18203	0.2883	0.924693	4870	2	-1.558	0.68195	0.68195	0.923281	13154	0	-1.558
UCN3	3	0.18203	0.2883	0.924693	4871	2	-1.5716	0.026528	0.034149	0.915138	629	1	-1.5716
CPA2	3	0.18203	0.2883	0.924693	4872	2	-1.5716	0.68195	0.68195	0.923281	11534	0	-1.5716
